session_id,customer_id,session_date,device,pages_viewed,duration_minutes,resulted_in_purchase
SESS0007842,CUST00391,2025-11-06,Mobile App,17,23.2,False
SESS0007843,CUST00391,2025-11-13,Mobile App,23,7.8,True
SESS0007844,CUST00391,2026-01-19,Mobile App,15,16.4,False
SESS0007845,CUST00391,2025-12-21,Website - Desktop,17,22.2,False
SESS0007846,CUST00391,2025-11-16,Website - Mobile Browser,21,25.5,True
SESS0007847,CUST00392,2026-07-10,Mobile App,15,2.6,False
SESS0007848,CUST00392,2026-06-30,Website - Mobile Browser,3,27.0,False
SESS0007849,CUST00392,2026-05-14,Website - Mobile Browser,6,28.2,True
SESS0007850,CUST00392,2026-08-06,Website - Mobile Browser,19,14.3,False
SESS0007851,CUST00392,2026-07-23,Website - Desktop,6,3.8,False
SESS0007852,CUST00392,2026-04-04,Website - Desktop,23,2.5,False
SESS0007853,CUST00392,2026-02-24,Website - Mobile Browser,2,13.6,False
SESS0007854,CUST00392,2026-05-27,Website - Mobile Browser,5,13.9,True
SESS0007855,CUST00392,2025-12-22,Website - Mobile Browser,6,25.0,False
SESS0007856,CUST00392,2026-01-14,Website - Desktop,5,20.0,False
SESS0007857,CUST00392,2026-02-09,Website - Desktop,18,23.2,False
SESS0007858,CUST00392,2026-02-23,Website - Mobile Browser,6,21.3,False
SESS0007859,CUST00393,2026-07-23,Website - Mobile Browser,25,26.9,False
SESS0007860,CUST00393,2026-07-30,Website - Desktop,21,19.8,False
SESS0007861,CUST00393,2026-08-15,Website - Desktop,20,3.1,False
SESS0007862,CUST00393,2026-08-16,Website - Mobile Browser,8,28.2,False
SESS0007863,CUST00393,2026-07-03,Website - Mobile Browser,17,10.8,False
SESS0007864,CUST00393,2026-07-12,Mobile App,17,19.7,False
SESS0007865,CUST00393,2026-08-13,Website - Mobile Browser,7,19.6,False
SESS0007866,CUST00393,2026-08-21,Mobile App,14,2.9,False
SESS0007867,CUST00393,2026-07-04,Website - Desktop,11,28.8,False
SESS0007868,CUST00393,2026-07-08,Website - Desktop,7,1.0,False
SESS0007869,CUST00393,2026-08-10,Website - Mobile Browser,14,3.0,False
SESS0007870,CUST00393,2026-07-08,Website - Mobile Browser,22,22.9,False
SESS0007871,CUST00393,2026-07-09,Website - Mobile Browser,20,9.3,False
SESS0007872,CUST00393,2026-08-01,Website - Mobile Browser,11,19.0,True
SESS0007873,CUST00393,2026-08-18,Mobile App,6,14.2,False
SESS0007874,CUST00393,2026-07-15,Website - Mobile Browser,20,20.6,False
SESS0007875,CUST00393,2026-07-21,Website - Desktop,11,25.6,False
SESS0007876,CUST00393,2026-07-26,Mobile App,3,17.1,False
SESS0007877,CUST00393,2026-08-07,Mobile App,16,19.0,False
SESS0007878,CUST00393,2026-07-16,Website - Desktop,17,9.4,False
SESS0007879,CUST00393,2026-07-17,Website - Desktop,19,8.1,False
SESS0007880,CUST00393,2026-08-20,Website - Mobile Browser,6,12.9,False
SESS0007881,CUST00393,2026-07-08,Website - Mobile Browser,13,10.7,False
SESS0007882,CUST00393,2026-08-08,Mobile App,16,19.9,False
SESS0007883,CUST00393,2026-07-23,Mobile App,18,19.3,True
SESS0007884,CUST00393,2026-07-03,Website - Desktop,1,2.9,False
SESS0007885,CUST00393,2026-08-03,Website - Desktop,7,29.0,False
SESS0007886,CUST00393,2026-07-13,Website - Desktop,15,10.0,True
SESS0007887,CUST00393,2026-07-21,Website - Mobile Browser,5,10.2,False
SESS0007888,CUST00393,2026-08-11,Website - Mobile Browser,25,11.5,False
SESS0007889,CUST00393,2026-07-09,Website - Mobile Browser,1,21.2,False
SESS0007890,CUST00393,2026-07-05,Website - Desktop,20,22.0,True
SESS0007891,CUST00393,2026-07-18,Website - Desktop,23,19.8,True
SESS0007892,CUST00393,2026-07-06,Mobile App,13,25.8,False
SESS0007893,CUST00393,2026-07-09,Mobile App,10,18.8,False
SESS0007894,CUST00394,2026-03-18,Website - Desktop,22,1.6,True
SESS0007895,CUST00394,2026-06-07,Website - Desktop,4,17.4,True
SESS0007896,CUST00394,2025-12-28,Website - Mobile Browser,15,27.2,False
SESS0007897,CUST00394,2026-03-22,Website - Desktop,25,13.0,False
SESS0007898,CUST00394,2025-12-08,Website - Desktop,16,20.8,False
SESS0007899,CUST00394,2026-02-03,Website - Desktop,18,14.6,False
SESS0007900,CUST00394,2026-03-02,Website - Desktop,8,28.6,False
SESS0007901,CUST00394,2026-06-29,Website - Mobile Browser,18,6.8,False
SESS0007902,CUST00394,2026-04-07,Website - Mobile Browser,18,18.3,False
SESS0007903,CUST00394,2026-06-02,Mobile App,22,2.2,False
SESS0007904,CUST00394,2026-02-06,Website - Desktop,8,8.4,False
SESS0007905,CUST00394,2025-11-20,Website - Mobile Browser,25,20.4,False
SESS0007906,CUST00394,2026-05-22,Website - Desktop,25,4.5,False
SESS0007907,CUST00394,2026-08-02,Mobile App,7,1.0,False
SESS0007908,CUST00394,2026-04-13,Website - Mobile Browser,16,26.3,False
SESS0007909,CUST00394,2026-03-11,Mobile App,25,24.9,False
SESS0007910,CUST00394,2025-10-19,Website - Mobile Browser,25,6.0,False
SESS0007911,CUST00394,2026-02-21,Website - Desktop,13,10.7,False
SESS0007912,CUST00395,2026-04-09,Website - Desktop,5,10.3,False
SESS0007913,CUST00395,2026-04-26,Website - Desktop,13,26.4,False
SESS0007914,CUST00395,2026-02-19,Website - Mobile Browser,14,23.0,False
SESS0007915,CUST00395,2026-08-08,Website - Mobile Browser,16,16.0,False
SESS0007916,CUST00395,2026-06-21,Website - Desktop,17,14.5,False
SESS0007917,CUST00395,2026-07-24,Mobile App,2,5.7,False
SESS0007918,CUST00395,2026-04-01,Website - Desktop,21,8.3,False
SESS0007919,CUST00395,2026-05-16,Mobile App,10,13.6,False
SESS0007920,CUST00395,2026-04-24,Mobile App,19,8.3,False
SESS0007921,CUST00395,2026-07-01,Website - Mobile Browser,10,9.0,True
SESS0007922,CUST00395,2026-07-18,Mobile App,23,21.1,False
SESS0007923,CUST00395,2026-06-08,Website - Desktop,22,22.5,True
SESS0007924,CUST00395,2026-07-08,Mobile App,16,1.7,False
SESS0007925,CUST00395,2026-04-10,Website - Desktop,21,3.6,True
SESS0007926,CUST00395,2026-05-11,Mobile App,19,12.1,True
SESS0007927,CUST00395,2026-04-21,Website - Mobile Browser,21,13.5,False
SESS0007928,CUST00395,2026-04-29,Website - Mobile Browser,20,10.8,False
SESS0007929,CUST00395,2026-07-10,Mobile App,6,17.5,False
SESS0007930,CUST00395,2026-02-10,Website - Mobile Browser,7,7.8,False
SESS0007931,CUST00395,2026-06-21,Mobile App,10,2.8,False
SESS0007932,CUST00395,2026-02-24,Website - Desktop,15,21.7,True
SESS0007933,CUST00395,2026-02-27,Mobile App,4,21.6,False
SESS0007934,CUST00396,2026-06-03,Website - Desktop,7,11.7,False
SESS0007935,CUST00396,2025-09-02,Website - Mobile Browser,20,29.2,False
SESS0007936,CUST00396,2025-09-11,Website - Mobile Browser,11,18.3,False
SESS0007937,CUST00396,2025-11-04,Website - Desktop,8,20.7,False
SESS0007938,CUST00396,2026-08-18,Website - Desktop,16,8.0,False
SESS0007939,CUST00396,2026-03-02,Website - Mobile Browser,10,23.4,False
SESS0007940,CUST00396,2025-11-08,Website - Mobile Browser,18,17.7,False
SESS0007941,CUST00396,2026-01-14,Website - Desktop,3,12.0,False
SESS0007942,CUST00396,2026-07-11,Website - Mobile Browser,17,20.1,False
SESS0007943,CUST00396,2025-09-27,Website - Desktop,10,29.0,False
SESS0007944,CUST00396,2026-07-06,Website - Mobile Browser,2,16.4,True
SESS0007945,CUST00396,2025-09-05,Website - Mobile Browser,14,19.2,True
SESS0007946,CUST00396,2025-10-21,Mobile App,23,13.7,False
SESS0007947,CUST00396,2026-02-07,Mobile App,21,23.7,False
SESS0007948,CUST00396,2025-12-20,Mobile App,22,2.4,False
SESS0007949,CUST00396,2026-05-22,Mobile App,12,9.9,False
SESS0007950,CUST00396,2025-10-01,Website - Desktop,2,4.6,False
SESS0007951,CUST00396,2025-10-29,Website - Mobile Browser,25,27.9,False
SESS0007952,CUST00396,2025-11-13,Website - Mobile Browser,12,16.4,False
SESS0007953,CUST00396,2026-07-16,Website - Desktop,14,17.4,False
SESS0007954,CUST00396,2026-01-02,Mobile App,21,5.5,False
SESS0007955,CUST00396,2026-06-17,Mobile App,2,15.1,False
SESS0007956,CUST00396,2026-02-26,Mobile App,4,23.5,False
SESS0007957,CUST00396,2025-11-01,Mobile App,12,17.7,False
SESS0007958,CUST00396,2026-03-20,Mobile App,24,7.5,False
SESS0007959,CUST00396,2026-02-17,Website - Desktop,11,17.7,True
SESS0007960,CUST00396,2026-06-28,Mobile App,12,20.9,True
SESS0007961,CUST00396,2026-01-26,Website - Mobile Browser,6,9.0,False
SESS0007962,CUST00396,2026-03-17,Website - Desktop,3,27.6,False
SESS0007963,CUST00397,2026-07-17,Website - Mobile Browser,15,8.5,True
SESS0007964,CUST00397,2026-04-07,Mobile App,10,18.1,False
SESS0007965,CUST00397,2026-08-16,Website - Desktop,7,4.4,False
SESS0007966,CUST00397,2026-06-22,Mobile App,7,3.4,False
SESS0007967,CUST00397,2025-12-09,Mobile App,5,16.0,True
SESS0007968,CUST00397,2026-08-08,Website - Desktop,1,23.5,False
SESS0007969,CUST00397,2025-10-07,Website - Desktop,8,25.0,False
SESS0007970,CUST00397,2025-12-14,Mobile App,9,20.6,True
SESS0007971,CUST00397,2026-03-14,Website - Mobile Browser,24,11.6,False
SESS0007972,CUST00397,2026-06-08,Mobile App,24,11.3,False
SESS0007973,CUST00397,2026-08-16,Website - Mobile Browser,13,19.3,False
SESS0007974,CUST00398,2026-06-03,Website - Mobile Browser,16,1.6,True
SESS0007975,CUST00398,2025-12-28,Mobile App,4,11.1,False
SESS0007976,CUST00398,2025-11-20,Mobile App,9,20.5,False
SESS0007977,CUST00398,2026-07-03,Mobile App,12,25.7,True
SESS0007978,CUST00398,2026-07-21,Mobile App,21,6.3,False
SESS0007979,CUST00398,2026-05-19,Website - Mobile Browser,12,1.8,False
SESS0007980,CUST00398,2026-03-05,Website - Mobile Browser,10,16.3,True
SESS0007981,CUST00398,2026-01-20,Mobile App,21,26.6,True
SESS0007982,CUST00398,2025-11-11,Website - Mobile Browser,8,10.3,False
SESS0007983,CUST00398,2026-04-16,Mobile App,6,8.1,False
SESS0007984,CUST00398,2026-04-05,Website - Mobile Browser,12,24.2,False
SESS0007985,CUST00398,2025-10-10,Mobile App,25,12.5,True
SESS0007986,CUST00398,2025-10-02,Mobile App,8,18.6,True
SESS0007987,CUST00398,2026-01-07,Website - Desktop,21,16.2,False
SESS0007988,CUST00398,2026-05-02,Website - Desktop,12,25.4,True
SESS0007989,CUST00398,2025-09-02,Website - Desktop,2,15.4,True
SESS0007990,CUST00398,2026-06-19,Website - Desktop,14,17.1,False
SESS0007991,CUST00398,2026-02-25,Website - Mobile Browser,8,7.0,False
SESS0007992,CUST00398,2026-08-19,Website - Desktop,13,7.6,False
SESS0007993,CUST00398,2026-03-24,Website - Mobile Browser,3,16.0,True
SESS0007994,CUST00398,2025-09-19,Website - Desktop,7,18.6,False
SESS0007995,CUST00398,2025-12-09,Website - Desktop,17,23.8,False
SESS0007996,CUST00398,2026-03-21,Mobile App,2,26.3,False
SESS0007997,CUST00398,2026-07-29,Website - Desktop,23,28.8,False
SESS0007998,CUST00398,2026-05-11,Mobile App,17,0.6,False
SESS0007999,CUST00398,2026-02-06,Website - Mobile Browser,5,12.5,False
SESS0008000,CUST00398,2025-11-26,Website - Mobile Browser,22,9.0,False
SESS0008001,CUST00398,2026-06-13,Website - Desktop,12,1.3,False
SESS0008002,CUST00398,2026-01-19,Website - Desktop,1,10.3,False
SESS0008003,CUST00398,2026-03-30,Website - Desktop,12,23.6,False
SESS0008004,CUST00398,2026-03-21,Website - Mobile Browser,21,29.0,True
SESS0008005,CUST00398,2026-08-01,Website - Desktop,11,16.3,False
SESS0008006,CUST00398,2026-01-25,Website - Mobile Browser,16,26.0,False
SESS0008007,CUST00398,2026-04-08,Website - Mobile Browser,5,5.3,True
SESS0008008,CUST00398,2026-06-13,Mobile App,2,7.9,True
SESS0008009,CUST00399,2026-07-06,Mobile App,23,2.4,True
SESS0008010,CUST00399,2026-04-20,Mobile App,14,25.7,False
SESS0008011,CUST00399,2026-06-21,Mobile App,24,25.5,False
SESS0008012,CUST00399,2026-04-15,Mobile App,11,18.0,False
SESS0008013,CUST00399,2026-05-27,Mobile App,10,29.5,True
SESS0008014,CUST00399,2026-05-22,Mobile App,5,16.7,True
SESS0008015,CUST00399,2026-04-27,Mobile App,7,5.2,False
SESS0008016,CUST00399,2026-05-27,Mobile App,9,0.6,False
SESS0008017,CUST00399,2026-06-30,Website - Mobile Browser,10,27.9,False
SESS0008018,CUST00399,2025-09-28,Mobile App,9,22.3,True
SESS0008019,CUST00399,2026-03-02,Website - Desktop,8,1.2,False
SESS0008020,CUST00399,2025-10-18,Mobile App,25,21.2,True
SESS0008021,CUST00399,2026-06-05,Mobile App,7,4.3,False
SESS0008022,CUST00399,2026-03-23,Website - Mobile Browser,6,16.6,False
SESS0008023,CUST00399,2026-04-13,Website - Desktop,22,7.5,True
SESS0008024,CUST00399,2026-03-19,Website - Mobile Browser,16,17.2,False
SESS0008025,CUST00399,2025-10-18,Mobile App,11,7.3,True
SESS0008026,CUST00399,2026-03-18,Website - Desktop,13,3.9,False
SESS0008027,CUST00399,2025-12-10,Website - Desktop,6,17.9,False
SESS0008028,CUST00399,2026-06-01,Website - Mobile Browser,17,8.6,False
SESS0008029,CUST00399,2026-07-12,Website - Desktop,10,2.2,False
SESS0008030,CUST00399,2026-03-20,Website - Mobile Browser,15,14.0,False
SESS0008031,CUST00399,2026-06-08,Mobile App,13,2.5,False
SESS0008032,CUST00399,2026-07-01,Website - Mobile Browser,7,0.5,False
SESS0008033,CUST00399,2026-08-05,Website - Mobile Browser,2,12.1,False
SESS0008034,CUST00400,2026-07-16,Website - Desktop,2,4.3,False
SESS0008035,CUST00400,2025-10-26,Mobile App,24,29.1,False
SESS0008036,CUST00400,2026-06-28,Website - Mobile Browser,6,12.9,False
SESS0008037,CUST00400,2026-06-18,Mobile App,14,6.0,True
SESS0008038,CUST00400,2025-12-03,Website - Desktop,20,20.2,False
SESS0008039,CUST00400,2026-06-09,Website - Mobile Browser,15,26.0,True
SESS0008040,CUST00400,2026-06-07,Website - Mobile Browser,24,5.9,False
SESS0008041,CUST00400,2026-02-11,Website - Mobile Browser,5,2.4,False
SESS0008042,CUST00400,2026-03-28,Website - Mobile Browser,6,5.4,False
SESS0008043,CUST00400,2026-08-08,Website - Mobile Browser,8,6.3,False
SESS0008044,CUST00400,2025-10-08,Mobile App,7,15.3,False
SESS0008045,CUST00400,2026-04-17,Mobile App,24,5.3,False
SESS0008046,CUST00400,2025-09-27,Mobile App,13,4.8,False
SESS0008047,CUST00400,2026-03-26,Website - Mobile Browser,23,9.1,False
SESS0008048,CUST00400,2025-11-11,Mobile App,24,20.8,False
SESS0008049,CUST00401,2026-04-14,Mobile App,6,9.7,False
SESS0008050,CUST00401,2026-02-07,Mobile App,19,29.6,False
SESS0008051,CUST00401,2026-01-24,Website - Desktop,13,13.6,True
SESS0008052,CUST00401,2026-07-13,Website - Mobile Browser,21,17.2,False
SESS0008053,CUST00401,2026-04-15,Mobile App,23,19.5,True
SESS0008054,CUST00401,2025-10-28,Website - Desktop,6,21.0,False
SESS0008055,CUST00401,2025-11-12,Mobile App,7,19.5,False
SESS0008056,CUST00401,2026-03-17,Mobile App,12,27.7,False
SESS0008057,CUST00401,2026-08-20,Website - Mobile Browser,24,26.6,False
SESS0008058,CUST00401,2025-11-17,Mobile App,23,15.9,False
SESS0008059,CUST00401,2026-04-02,Website - Mobile Browser,12,23.7,True
SESS0008060,CUST00401,2025-12-22,Website - Mobile Browser,1,10.5,False
SESS0008061,CUST00401,2026-04-22,Website - Mobile Browser,21,22.5,False
SESS0008062,CUST00401,2026-07-19,Website - Desktop,12,17.3,True
SESS0008063,CUST00401,2026-04-18,Website - Mobile Browser,6,10.7,False
SESS0008064,CUST00401,2026-07-16,Mobile App,8,5.9,False
SESS0008065,CUST00401,2026-03-02,Mobile App,1,0.7,True
SESS0008066,CUST00401,2026-04-20,Website - Desktop,3,16.9,False
SESS0008067,CUST00401,2026-03-17,Website - Desktop,17,24.9,False
SESS0008068,CUST00402,2025-09-02,Website - Desktop,15,21.7,False
SESS0008069,CUST00402,2026-06-17,Mobile App,24,18.8,False
SESS0008070,CUST00402,2025-12-07,Mobile App,24,11.3,False
SESS0008071,CUST00402,2025-08-28,Website - Desktop,2,16.9,False
SESS0008072,CUST00402,2025-12-29,Website - Mobile Browser,5,20.1,True
SESS0008073,CUST00402,2026-01-20,Website - Mobile Browser,1,22.5,False
SESS0008074,CUST00402,2026-04-22,Mobile App,22,20.7,False
SESS0008075,CUST00402,2026-08-15,Website - Mobile Browser,22,21.4,False
SESS0008076,CUST00402,2026-07-17,Mobile App,4,22.5,True
SESS0008077,CUST00402,2026-03-18,Website - Desktop,12,22.3,True
SESS0008078,CUST00402,2026-01-30,Website - Desktop,3,4.7,False
SESS0008079,CUST00402,2025-09-06,Website - Desktop,14,26.9,False
SESS0008080,CUST00402,2026-06-12,Website - Mobile Browser,19,24.9,False
SESS0008081,CUST00402,2026-06-05,Website - Mobile Browser,11,17.3,False
SESS0008082,CUST00402,2026-01-20,Mobile App,8,6.4,False
SESS0008083,CUST00402,2026-05-28,Mobile App,10,25.4,False
SESS0008084,CUST00402,2026-03-11,Mobile App,23,5.1,False
SESS0008085,CUST00402,2025-10-18,Website - Desktop,24,22.1,True
SESS0008086,CUST00402,2026-04-21,Website - Desktop,21,2.5,False
SESS0008087,CUST00402,2025-09-29,Website - Desktop,2,21.0,False
SESS0008088,CUST00402,2026-03-13,Mobile App,16,2.6,True
SESS0008089,CUST00402,2026-03-21,Website - Mobile Browser,9,6.1,True
SESS0008090,CUST00402,2025-12-29,Website - Mobile Browser,3,10.4,False
SESS0008091,CUST00402,2026-04-10,Website - Desktop,18,7.8,False
SESS0008092,CUST00402,2026-07-25,Website - Mobile Browser,24,11.3,False
SESS0008093,CUST00402,2025-11-12,Mobile App,24,29.6,True
SESS0008094,CUST00402,2026-03-17,Website - Desktop,6,22.3,False
SESS0008095,CUST00402,2026-06-14,Website - Desktop,19,13.6,False
SESS0008096,CUST00402,2025-10-01,Website - Desktop,2,13.3,False
SESS0008097,CUST00403,2026-06-22,Website - Desktop,10,5.3,False
SESS0008098,CUST00403,2026-07-10,Mobile App,2,14.3,False
SESS0008099,CUST00403,2026-05-29,Mobile App,15,16.0,False
SESS0008100,CUST00403,2026-06-13,Website - Mobile Browser,3,22.1,True
SESS0008101,CUST00403,2025-12-17,Website - Desktop,10,15.9,True
SESS0008102,CUST00403,2025-12-26,Website - Desktop,20,19.4,False
SESS0008103,CUST00403,2026-07-25,Mobile App,4,22.3,False
SESS0008104,CUST00403,2025-10-09,Website - Mobile Browser,19,19.8,True
SESS0008105,CUST00403,2026-06-26,Website - Desktop,19,2.6,True
SESS0008106,CUST00403,2026-06-02,Website - Mobile Browser,2,13.5,False
SESS0008107,CUST00403,2026-01-17,Website - Mobile Browser,3,22.1,False
SESS0008108,CUST00403,2025-10-19,Website - Mobile Browser,6,30.0,False
SESS0008109,CUST00403,2026-03-26,Website - Mobile Browser,7,1.0,False
SESS0008110,CUST00403,2026-06-01,Website - Desktop,2,26.7,True
SESS0008111,CUST00403,2026-06-28,Mobile App,2,14.0,False
SESS0008112,CUST00403,2025-12-02,Website - Desktop,22,29.0,True
SESS0008113,CUST00403,2026-07-16,Website - Desktop,12,23.7,True
SESS0008114,CUST00403,2026-06-30,Website - Desktop,24,15.9,False
SESS0008115,CUST00403,2026-06-22,Website - Desktop,2,11.9,True
SESS0008116,CUST00403,2025-10-25,Website - Desktop,15,29.0,False
SESS0008117,CUST00403,2026-05-24,Mobile App,9,3.9,False
SESS0008118,CUST00403,2025-08-27,Website - Desktop,3,10.3,True
SESS0008119,CUST00403,2026-04-24,Website - Desktop,4,8.3,True
SESS0008120,CUST00403,2026-02-28,Website - Desktop,16,2.0,True
SESS0008121,CUST00404,2026-07-23,Mobile App,18,12.0,True
SESS0008122,CUST00404,2026-08-15,Website - Desktop,4,4.0,False
SESS0008123,CUST00404,2026-07-07,Website - Desktop,6,26.0,False
SESS0008124,CUST00404,2026-08-21,Mobile App,9,6.6,False
SESS0008125,CUST00404,2026-06-16,Mobile App,9,3.8,False
SESS0008126,CUST00404,2026-08-20,Website - Mobile Browser,14,28.9,True
SESS0008127,CUST00404,2026-07-07,Website - Desktop,23,26.3,True
SESS0008128,CUST00404,2026-06-23,Website - Desktop,12,6.9,False
SESS0008129,CUST00404,2026-06-14,Mobile App,16,6.4,False
SESS0008130,CUST00404,2026-06-22,Mobile App,5,0.7,True
SESS0008131,CUST00404,2026-07-23,Website - Mobile Browser,2,16.6,False
SESS0008132,CUST00404,2026-08-08,Website - Desktop,24,22.6,False
SESS0008133,CUST00404,2026-08-08,Mobile App,18,15.8,False
SESS0008134,CUST00404,2026-06-09,Mobile App,24,18.5,False
SESS0008135,CUST00404,2026-08-17,Mobile App,11,23.1,False
SESS0008136,CUST00404,2026-07-06,Mobile App,14,1.6,False
SESS0008137,CUST00404,2026-06-12,Website - Mobile Browser,24,19.8,False
SESS0008138,CUST00404,2026-07-26,Mobile App,19,29.5,False
SESS0008139,CUST00404,2026-06-14,Website - Mobile Browser,9,23.3,True
SESS0008140,CUST00404,2026-07-25,Website - Mobile Browser,20,20.6,True
SESS0008141,CUST00404,2026-06-13,Website - Mobile Browser,20,13.8,False
SESS0008142,CUST00405,2026-05-19,Mobile App,22,21.2,False
SESS0008143,CUST00405,2025-09-15,Mobile App,17,15.9,False
SESS0008144,CUST00405,2026-01-20,Website - Desktop,24,2.8,False
SESS0008145,CUST00405,2025-10-29,Website - Desktop,20,4.9,False
SESS0008146,CUST00405,2026-04-10,Website - Mobile Browser,7,9.3,False
SESS0008147,CUST00405,2025-11-05,Mobile App,5,12.5,False
SESS0008148,CUST00405,2026-03-24,Mobile App,16,7.7,False
SESS0008149,CUST00405,2026-02-02,Website - Desktop,21,18.1,False
SESS0008150,CUST00405,2026-01-22,Website - Desktop,9,16.7,False
SESS0008151,CUST00405,2025-10-17,Mobile App,11,2.6,False
SESS0008152,CUST00405,2026-05-16,Website - Mobile Browser,21,22.0,False
SESS0008153,CUST00405,2025-11-14,Website - Desktop,5,24.7,True
SESS0008154,CUST00405,2025-12-05,Website - Mobile Browser,14,15.0,False
SESS0008155,CUST00405,2025-09-02,Website - Mobile Browser,8,20.1,False
SESS0008156,CUST00405,2026-02-21,Website - Mobile Browser,3,0.8,True
SESS0008157,CUST00405,2026-02-02,Website - Mobile Browser,5,7.9,True
SESS0008158,CUST00405,2025-12-06,Website - Mobile Browser,8,19.2,True
SESS0008159,CUST00405,2025-10-24,Website - Mobile Browser,8,6.1,False
SESS0008160,CUST00405,2026-05-11,Website - Desktop,15,17.5,True
SESS0008161,CUST00405,2026-02-04,Mobile App,22,7.8,False
SESS0008162,CUST00405,2025-10-16,Mobile App,23,11.9,True
SESS0008163,CUST00405,2026-01-19,Mobile App,15,24.9,False
SESS0008164,CUST00405,2026-07-03,Website - Mobile Browser,11,22.1,False
SESS0008165,CUST00405,2026-04-25,Website - Desktop,21,25.4,False
SESS0008166,CUST00405,2026-03-29,Website - Mobile Browser,18,27.5,False
SESS0008167,CUST00405,2025-12-29,Website - Mobile Browser,14,23.4,False
SESS0008168,CUST00405,2026-03-14,Mobile App,18,8.5,False
SESS0008169,CUST00405,2025-09-29,Website - Mobile Browser,1,22.4,True
SESS0008170,CUST00405,2026-07-07,Website - Mobile Browser,22,28.4,False
SESS0008171,CUST00405,2026-05-14,Website - Desktop,7,22.8,True
SESS0008172,CUST00405,2026-06-20,Website - Mobile Browser,14,7.2,False
SESS0008173,CUST00405,2026-07-25,Mobile App,19,18.1,False
SESS0008174,CUST00405,2026-07-25,Mobile App,13,12.0,False
SESS0008175,CUST00405,2026-08-15,Website - Desktop,14,0.8,False
SESS0008176,CUST00405,2026-03-18,Website - Desktop,1,16.0,True
SESS0008177,CUST00405,2026-07-28,Mobile App,11,25.0,True
SESS0008178,CUST00405,2025-09-20,Website - Mobile Browser,2,16.7,True
SESS0008179,CUST00406,2026-08-01,Website - Mobile Browser,6,11.1,False
SESS0008180,CUST00406,2026-05-26,Website - Mobile Browser,25,15.4,True
SESS0008181,CUST00406,2026-08-16,Website - Desktop,14,27.9,False
SESS0008182,CUST00406,2026-07-23,Mobile App,19,17.4,False
SESS0008183,CUST00406,2026-06-16,Mobile App,5,8.2,False
SESS0008184,CUST00406,2026-08-19,Website - Desktop,2,11.5,False
SESS0008185,CUST00406,2026-06-10,Website - Mobile Browser,21,22.7,False
SESS0008186,CUST00406,2026-07-03,Mobile App,15,12.3,False
SESS0008187,CUST00406,2026-06-01,Website - Mobile Browser,17,3.7,False
SESS0008188,CUST00406,2026-06-04,Website - Desktop,20,26.4,True
SESS0008189,CUST00406,2026-08-15,Website - Desktop,17,8.3,True
SESS0008190,CUST00406,2026-06-25,Mobile App,3,13.8,False
SESS0008191,CUST00406,2026-08-15,Website - Mobile Browser,3,29.2,False
SESS0008192,CUST00406,2026-06-11,Website - Desktop,15,10.3,True
SESS0008193,CUST00406,2026-08-14,Website - Mobile Browser,22,23.8,False
SESS0008194,CUST00406,2026-06-29,Website - Desktop,11,19.4,True
SESS0008195,CUST00406,2026-07-05,Mobile App,11,24.6,False
SESS0008196,CUST00406,2026-08-15,Website - Mobile Browser,5,26.8,False
SESS0008197,CUST00406,2026-07-04,Mobile App,23,16.4,False
SESS0008198,CUST00406,2026-06-11,Website - Desktop,2,27.3,False
SESS0008199,CUST00406,2026-08-21,Mobile App,7,13.0,False
SESS0008200,CUST00406,2026-08-13,Website - Desktop,15,25.6,False
SESS0008201,CUST00406,2026-07-24,Website - Desktop,12,25.7,False
SESS0008202,CUST00406,2026-05-31,Website - Desktop,3,26.7,False
SESS0008203,CUST00406,2026-06-07,Website - Mobile Browser,23,29.4,False
SESS0008204,CUST00406,2026-06-27,Mobile App,20,28.1,False
SESS0008205,CUST00406,2026-06-12,Website - Mobile Browser,4,5.5,False
SESS0008206,CUST00406,2026-06-30,Mobile App,25,24.9,True
SESS0008207,CUST00406,2026-08-06,Website - Desktop,18,3.1,True
SESS0008208,CUST00406,2026-08-20,Mobile App,8,19.2,False
SESS0008209,CUST00406,2026-06-21,Mobile App,17,5.0,False
SESS0008210,CUST00406,2026-07-05,Mobile App,25,12.4,False
SESS0008211,CUST00406,2026-07-12,Website - Mobile Browser,1,17.5,False
SESS0008212,CUST00406,2026-08-19,Website - Mobile Browser,17,16.3,False
SESS0008213,CUST00406,2026-06-26,Mobile App,13,12.3,False
SESS0008214,CUST00406,2026-06-10,Website - Desktop,13,8.2,False
SESS0008215,CUST00406,2026-07-03,Website - Mobile Browser,2,8.8,False
SESS0008216,CUST00406,2026-08-12,Website - Desktop,24,20.3,False
SESS0008217,CUST00406,2026-07-12,Website - Desktop,23,2.7,False
SESS0008218,CUST00406,2026-06-20,Mobile App,5,20.8,False
SESS0008219,CUST00407,2026-03-28,Mobile App,14,3.6,False
SESS0008220,CUST00407,2026-05-15,Website - Mobile Browser,2,5.5,False
SESS0008221,CUST00407,2025-10-26,Website - Mobile Browser,6,15.9,False
SESS0008222,CUST00407,2026-03-23,Website - Desktop,12,21.8,False
SESS0008223,CUST00407,2025-09-13,Mobile App,23,16.1,False
SESS0008224,CUST00407,2026-07-04,Website - Mobile Browser,17,24.3,False
SESS0008225,CUST00407,2025-12-10,Website - Mobile Browser,19,27.0,False
